Rank Team                            W-L-T    Rating
657  Mass Maritime                   5-5-0  -41.1047
658  Bethany KS                      4-6-0  -41.1057
659  Peru St                         4-7-0  -41.4467
660  Morrisville St                  2-8-0     -41.6
661  Pace                            0-9-0  -41.9304
662  Westminster MO                  5-5-0  -42.1064
663  Gallaudet                       3-5-0  -42.1174
664  Westfield St                    5-5-0  -42.2211
665  Castleton St                    5-4-0    -42.29
666  Olivet                          0-10-0 -42.4772
667  Maryville                       4-6-0  -42.6322
668  Macalester                      6-3-0  -42.9204
669  Southwestern KS                 2-8-0  -43.0045
670  Lake Forest                     2-8-0  -43.1823
671  Worcester St                    5-5-0  -43.5288
672  Dakota St                       0-10-0 -43.7759
673  Crown                           6-3-0  -43.8195
674  St Scholastica                  7-3-0  -43.9711
675  Apprentice                      2-7-0  -43.9981
676  Shenandoah                      4-6-0  -44.3574
677  Southern Virginia               3-7-0  -44.6138
678  Avila                           2-8-0  -45.2087
679  Anderson                        3-7-0  -45.3243
680  Kenyon                          0-10-0 -45.7083
681  Concordia WI                    2-8-0  -45.8187
682  Bluffton                        4-6-0  -46.3084
683  Bridgewater St MA               5-5-0  -47.5603
684  Waldorf                         3-8-0  -48.0026
685  Nichols                         1-9-0  -48.4906
686  Lawrence                        2-8-0  -48.5725
687  Sewanee                         1-9-0  -48.7505
688  Dordt                           0-10-0  -48.829
689  Minnesota-Morris                5-4-0  -49.3009
690  SW Assem of God                 2-8-0  -50.1963
691  Texas College                   1-9-0   -51.152
692  Coast Guard                     2-7-0  -51.1825
693  UMass-Dartmouth                 3-7-0  -51.3701
694  Livingstone                     0-11-0 -51.3751
695  St Mary KS                      2-8-0   -52.426
696  Kentucky Christian              0-11-0 -52.5702
697  Thiel                           0-10-0 -53.2723
698  Hiram                           1-9-0   -53.395
699  Mayville St                     2-8-0  -53.6198
700  MIT                             1-8-0   -53.679
701  Methodist                       2-8-0  -55.1143
702  Culver-Stockton                 1-10-0 -55.3119
703  Northwestern MN                 1-8-0  -55.3195
704  Guilford                        0-10-0 -55.8254
705  Knox                            1-9-0  -57.0457
706  Husson                          1-9-0  -58.0565
707  Western Conn St                 0-10-0 -58.4243
708  Fitchburg St                    1-9-0  -58.6741
709  Rockford                        0-10-0 -59.2996
710  Juniata                         0-10-0 -59.4435
711  Greensboro                      2-8-0  -59.7349
712  Eureka                          2-8-0  -60.6004
713  Haskell                         1-9-0  -62.6748
714  Maranatha Baptist               1-9-0  -64.4791
715  Bethel KS                       0-10-0 -65.0624
716  Earlham                         0-10-0  -65.346
717  Becker                          2-8-0  -71.1313
718  MacMurray                       0-10-0 -72.8637
719  Anna Maria                      0-10-0 -75.3512
720  Trinity Bible                   0-7-0  -78.9815
