Rank Team                            W-L-T    Rating
241  Indianapolis                    10-2-0  9.90882
242  Western Carolina                2-10-0  9.78586
243  Marist                          8-3-0   9.73981
244  Hillsdale                       5-6-0    9.6291
245  Jackson St                      7-4-0   9.34715
246  Northern Colorado               1-11-0  9.26737
247  Nicholls St                     4-8-0   9.24428
248  Alcorn St                       9-3-0   9.16962
249  Gardner-Webb                    7-5-0   9.15744
250  Indiana PA                      9-2-0   9.04399
251  Mount Union                     14-1-0  8.95068
252  Butler                          9-4-0   8.69407
253  Bloomsburg                      10-2-0  8.38136
254  Ashland                         5-5-0   8.17313
255  Delta St                        7-3-0   8.08944
256  Newberry                        9-3-0   8.05337
257  Bryant                          5-7-0   8.01276
258  Hampton                         4-8-0   7.99036
259  Prairie View A&M                6-6-0   7.88841
260  John Carroll                    9-2-0   7.50237
261  Southern Arkansas               6-4-0   7.30618
262  Fort Hays St                    6-5-0   7.19509
263  Tuskegee                        8-3-0   7.18016
264  Bethel MN                       12-1-0  7.09306
265  UNC-Charlotte                   5-6-0   7.03048
266  Carroll MT                      12-2-0  6.79908
267  Drake                           6-5-0   6.71517
268  St Francis PA                   5-6-0   6.64258
269  West Georgia                    6-5-0   6.38188
270  Cumberlands KY                  13-1-0  6.29502
271  Eastern New Mexico              7-3-0   6.27891
272  Norfolk St                      3-9-0   6.26992
273  Weber St                        2-10-0  6.01304
274  Cornell                         3-7-0    5.8814
275  Florida A&M                     3-9-0   5.86012
276  Sioux Falls                     6-5-0   5.85456
277  California PA                   7-4-0   5.40257
278  Dayton                          7-4-0    5.3546
279  Southern Oregon                 6-5-0    5.2691
280  North Carolina Central          5-7-0   5.21954
281  Azusa Pacific                   10-2-0  5.21722
282  Southern U.                     9-4-0   5.06531
283  Colgate                         4-8-0   5.05374
284  Duquesne                        7-4-0   4.83798
285  Angelo St                       5-6-0   4.83002
286  Faulkner                        9-3-0   4.82999
287  Morgan St                       5-7-0   4.68274
288  SW Oklahoma St                  6-5-0   4.62993
289  Howard                          6-6-0   4.59555
290  Albany NY                       1-11-0  4.57343
291  Robert Morris PA                5-6-0   4.51198
292  Delaware St                     5-6-0   4.32511
293  Michigan Tech                   6-4-0   4.05893
294  Western Oregon                  7-4-0   3.83714
295  Central Washington              7-4-0   3.69679
296  Rhode Island                    3-9-0   3.69515
297  Morningside                     11-2-0  3.16332
298  UW-Oshkosh                      8-2-0   3.11803
299  Presbyterian                    3-8-0   3.07663
300  TAMU-Commerce                   7-5-0   2.91114
301  Winona St                       6-5-0   2.84769
302  East Stroudsburg                7-4-0   2.55601
303  Jacksonville FL                 5-6-0   2.46619
304  Colorado Mesa                   5-6-0   2.23645
305  Shaw                            6-4-0   2.20125
306  New Haven                       8-3-0   2.09117
307  SW Minnesota St                 7-5-0   1.93311
308  Concord                         8-3-0   1.65312
309  Urbana                          7-4-0   1.53358
310  Austin Peay                     0-12-0  1.43943
311  Shippensburg                    7-4-0   1.31474
312  Virginia St                     9-1-0  0.903909
313  Incarnate Word                  6-5-0  0.659388
314  Mercyhurst                      7-4-0  0.620659
315  Rocky Mountain                  9-3-0  0.445764
316  East Central OK                 5-5-0  0.397094
317  St Thomas                       8-2-0  0.258269
318  St Francis IN                   9-3-0  0.103888
319  St Ambrose                      7-4-0  0.0595255
320  Johns Hopkins                   10-1-0 0.0383935
321  VMI                             2-10-0 -0.281176
322  Mary                            6-5-0  -0.332746
323  Augustana SD                    4-7-0  -0.485646
324  Northern Michigan               3-7-0  -0.567804
325  UW-Platteville                  10-2-0 -0.592827
326  Wittenberg                      10-2-0 -1.38898
327  Wabash                          9-1-0   -1.7203
328  American Int'l                  9-3-0  -1.85756
329  Arkansas Tech                   5-6-0  -1.86564
330  Central Conn St                 4-8-0  -2.25915
331  Wayne St MI                     3-8-0  -2.35326
332  Wheaton                         8-2-0  -2.49255
333  Fayetteville St                 6-4-0  -2.50176
334  Lake Erie                       4-7-0  -2.54872
335  Wingate                         4-6-0   -2.5537
336  Mercer                          10-2-0 -2.65884
337  Alabama A&M                     4-8-0  -2.78417
338  Georgetown DC                   2-9-0  -2.84597
339  Heidelberg                      8-2-0  -2.85987
340  Catawba                         6-5-0  -3.22279
341  Truman St                       7-4-0  -3.27977
342  Western New Mexico              4-6-0  -3.30888
343  Upper Iowa                      6-5-0  -3.31211
344  North Greenville                5-6-0  -3.43666
345  Central Oklahoma                2-8-0  -3.72772
346  Western St CO                   2-9-0  -3.82806
347  Charleston WV                   6-5-0  -3.98944
348  Gannon                          6-5-0  -4.06008
349  Wesley                          10-3-0 -4.32235
350  Northeastern St OK              2-9-0  -4.47717
351  Nebraska-Kearney                3-8-0  -4.50011
352  Mars Hill                       3-8-0  -4.51152
353  Hampden-Sydney                  9-3-0  -4.61066
354  Albany St GA                    6-4-0  -4.63407
355  Arkansas-Pine Bluff             2-9-0  -4.67413
356  St John Fisher                  10-3-0 -4.68279
357  Thomas More                     9-1-0  -4.98609
358  Salisbury                       7-4-0  -5.25894
359  Georgetown KY                   7-4-0  -5.56264
360  Miles                           6-4-0  -5.68048
361  Dixie St                        4-7-0  -6.09583
362  St Augustine's                  4-6-0   -6.5218
363  Franklin                        8-4-0  -6.55322
364  Northwood                       2-9-0  -6.72268
365  Lindenwood                      3-6-0  -6.83391
366  Merrimack                       7-4-0  -6.85591
367  TAMU-Kingsville                 2-8-0  -6.91516
368  New Mexico Highlands            2-9-0  -6.98766
369  Dubuque                         5-5-0   -7.0226
370  Wagner                          3-8-0  -7.04324
371  Mississippi Valley St           2-9-0  -7.26172
372  Muhlenberg                      8-3-0  -7.32938
373  Ottawa                          8-4-0    -7.419
374  Stonehill                       8-3-0  -7.48148
375  Baker                           11-2-0 -7.57659
376  Central IA                      6-4-0  -7.81643
377  SE Oklahoma St                  2-9-0   -7.8934
378  Wartburg                        9-3-0  -7.94956
379  Adams St                        7-4-0  -8.04005
380  Lindsey Wilson                  8-3-0  -8.22287
381  Brevard                         2-8-0  -8.27147
382  Lincoln MO                      3-8-0  -8.29127
383  Johnson C. Smith                5-5-0  -8.31747
384  Concordia-Moorhead              8-2-0  -8.33511
385  Tusculum                        3-7-0  -8.48103
386  Missouri Valley                 9-3-0  -8.86678
387  Bowie St                        5-5-0  -8.89527
388  Northern St SD                  4-7-0  -8.91608
389  Coe                             7-3-0  -8.95602
390  Concordia-St Paul               5-6-0  -9.06898
391  Tiffin                          2-9-0  -9.19041
392  Texas Southern                  2-9-0  -9.23417
393  Glenville St                    6-5-0  -9.27004
394  Walsh                           3-8-0  -9.60029
395  Assumption                      6-5-0  -9.68314
396  William Penn                    5-6-0  -9.72434
397  Arkansas-Monticello             5-6-0  -9.73084
398  UW-Stevens Point                5-5-0  -9.76631
399  Pacific OR                      7-3-0  -9.88635
400  Simon Fraser                    3-7-0  -10.0855
401  Wash & Jeff                     8-3-0  -10.3672
402  Gustavus Adolphus               6-4-0  -10.5075
403  St Francis IL                   7-4-0  -10.5129
404  Maryville                       8-3-0  -10.5579
405  St Xavier                       7-4-0  -10.8652
406  Eastern Oregon                  6-5-0  -10.9499
407  Malone                          2-9-0  -11.0472
408  Randolph-Macon                  7-3-0  -11.1567
409  Edinboro                        5-6-0  -11.1864
410  Lane                            6-4-0  -11.3112
411  Kutztown                        4-7-0  -11.3855
412  Clarion                         4-7-0  -11.4486
413  Taylor                          5-5-0  -11.6307
414  Elizabeth City St               4-6-0  -11.7225
415  St Joseph's IN                  8-3-0  -11.7419
416  Bemidji St                      3-8-0  -11.8112
417  Christopher Newport             8-2-0  -11.8619
418  Marian IN                       6-5-0   -12.024
419  Minn St-Moorhead                4-7-0  -12.0612
420  Savannah St                     1-11-0 -12.0887
421  Shorter                         2-9-0  -12.0915
422  Wayne St NE                     2-9-0  -12.3121
423  Siena Heights                   5-5-0  -12.5279
424  Chowan                          4-6-0   -12.563
425  Benedictine KS                  10-2-0 -12.9438
426  Hobart                          10-1-0 -12.9733
427  Notre Dame OH                   5-6-0  -12.9738
428  Florida Tech                    5-7-0  -13.0555
429  Stillman                        5-5-0  -13.1362
430  Tabor                           10-3-0 -13.1974
431  Chapman                         8-1-0   -13.525
432  Augsburg                        5-5-0  -13.5316
433  Willamette                      7-2-0  -13.6523
434  Missouri S&T                    6-5-0  -13.7242
435  Columbia                        0-10-0 -13.7297
436  WV Wesleyan                     5-5-0  -13.7852
437  Campbell                        3-9-0  -13.8568
438  Pacific Lutheran                8-2-0  -13.9663
439  Brockport St                    8-3-0   -14.015
440  Kentucky St                     5-5-0  -14.0842
441  Grambling St                    1-10-0 -14.0981
442  Reinhardt                       6-4-0  -14.1408
443  Friends                         8-3-0  -14.3357
444  Robert Morris IL                7-4-0  -14.4072
445  Fort Valley St                  4-6-0  -14.5731
446  McKendree                       4-6-0  -14.5832
447  Illinois Wesleyan               9-2-0  -14.5986
448  Montana St-Northern             4-6-0  -14.6376
449  Alfred                          8-3-0  -14.7661
450  Ithaca                          9-3-0  -14.8257
451  Southern Conn St                3-8-0  -14.9261
452  Redlands                        7-3-0  -15.0718
453  Humboldt St                     0-11-0  -15.083
454  McMurry                         3-8-0  -15.2324
455  Montana Tech                    3-7-0   -15.358
456  Illinois College                8-2-0  -15.3756
457  SW Baptist                      1-10-0 -15.5564
458  St John's MN                    7-3-0  -15.5599
459  LIU Post                        5-6-0  -15.6438
460  Catholic                        6-4-0  -15.6604
461  UW-La Crosse                    3-7-0  -16.0055
462  Doane                           5-5-0   -16.237
463  Buffalo St                      5-5-0  -16.2555
464  Fort Lewis                      4-7-0   -16.512
465  Albright                        8-3-0  -16.5743
466  Black Hills St                  3-8-0  -16.5943
467  Franklin & Marshall             7-4-0  -16.8781
468  Huntingdon AL                   7-3-0  -16.9421
469  Centre                          7-3-0       -17
470  Washington U.                   8-3-0  -17.2068
471  MidAmerica Nazarene             5-5-0  -17.2275
472  Bentley                         6-5-0  -17.2473
473  Sterling                        9-3-0  -17.3116
474  Buena Vista                     4-6-0  -17.3381
475  Emory & Henry                   5-5-0  -17.5651
476  Monmouth IL                     5-5-0  -17.6188
477  Hope                            7-3-0  -17.9186
478  Trinity Int'l                   5-5-0  -17.9452
479  Rhodes                          8-2-0   -17.965
480  Cortland St                     6-5-0  -18.2694
481  Washington and Lee              5-5-0  -18.3282
482  Simpson                         7-3-0  -18.3506
483  Benedict                        4-6-0  -18.4928
484  Montana-Western                 4-6-0   -18.608
485  Louisiana College               7-3-0  -18.6188
486  Cornell IA                      7-3-0  -18.8067
487  UW-Stout                        4-6-0   -18.918
488  Widener                         6-4-0  -18.9969
489  Millsaps                        9-1-0  -19.0625
490  Ursinus                         7-3-0  -19.4126
491  Langston                        6-4-0  -19.5782
492  South Dakota Tech               5-4-0  -19.7834
493  Western Conn St                 8-2-0  -19.7852
494  West Liberty                    3-8-0  -20.1055
495  Rowan                           9-3-0  -20.2601
496  Northwestern IA                 8-3-0  -20.3432
497  Minot St                        2-9-0  -20.4779
498  Nebraska Wesleyan               6-4-0  -20.5881
499  Concordia NE                    7-4-0  -20.5909
500  Baldwin Wallace                 6-4-0  -20.6185
501  Texas Lutheran                  8-1-0  -20.7337
502  Lycoming                        7-3-0   -20.969
503  Livingstone                     3-7-0  -20.9992
504  St Norbert                      8-3-0  -21.1984
505  Quincy                          2-9-0  -21.2242
506  Ohio Northern                   6-4-0  -21.2659
507  Menlo                           5-5-0  -21.4292
508  Fairmont St                     3-7-0  -21.6165
509  Hartwick                        6-4-0  -21.8085
510  Lebanon Valley                  8-3-0  -22.0945
511  Bridgewater VA                  4-6-0  -22.1266
512  Ave Maria                       7-2-0  -22.1674
513  Dakota Wesleyan                 8-3-0  -22.5129
514  Campbellsville                  4-6-0  -22.5686
515  Framingham St                   9-2-0  -22.5712
516  Morehead St                     3-9-0  -22.5866
517  UW-Eau Claire                   2-8-0  -22.6146
518  Peru St                         7-4-0  -22.6508
519  Cumberland TN                   7-4-0  -22.6759
520  LaGrange                        5-5-0   -22.781
521  Stetson                         2-9-0  -23.1264
522  Virginia Union                  3-7-0  -23.1318
523  Delaware Valley                 7-4-0  -23.1485
524  Cal Lutheran                    4-5-0  -23.2205
525  Juniata                         7-4-0  -23.2556
526  Guilford                        6-4-0  -23.8741
527  NW Oklahoma St                  2-9-0  -23.9728
528  Methodist                       8-2-0  -24.4069
529  Augustana IL                    5-5-0  -24.4214
530  Waynesburg                      7-4-0  -24.4867
531  Birmingham-Southern             5-4-0   -25.101
532  Adrian                          6-4-0  -25.3263
533  Webber Int'l                    5-5-0  -25.3988
534  UW-River Falls                  0-10-0 -25.4678
535  Minnesota-Crookston             2-9-0  -25.6661
536  Valparaiso                      1-10-0 -25.7776
537  Utica                           3-7-0  -25.9504
538  Kean                            2-8-0  -25.9921
539  Lock Haven                      3-8-0   -26.155
540  Valley City St                  5-5-0  -26.1551
541  Olivet Nazarene                 3-8-0  -26.1773
542  Pikeville                       7-4-0   -27.001
543  OK Panhandle St                 4-7-0   -27.064
544  Whitworth                       4-6-0  -27.2131
545  Endicott                        8-3-0  -27.2622
546  Houston Baptist                 3-4-0  -27.2656
547  Sewanee                         4-6-0  -27.2843
548  Hardin-Simmons                  4-6-0  -27.7069
549  Carleton                        5-5-0  -27.8369
550  William Jewell                  3-8-0  -27.8546
551  Gettysburg                      4-6-0  -27.8692
552  Luther                          2-8-0  -28.4416
553  Geneva                          5-5-0  -28.4849
554  Bethany WV                      4-6-0  -29.0841
555  Montclair St                    4-6-0  -29.1011
556  Carroll WI                      6-4-0  -29.1623
557  Davidson                        0-11-0 -29.1771
558  Central St OH                   2-9-0  -29.2187
559  St Anselm                       1-10-0  -29.287
560  Salve Regina                    7-4-0  -29.5484
561  Kentucky Christian              3-8-0  -29.5715
562  Trinity TX                      5-5-0  -29.6766
563  Elmhurst                        4-6-0  -29.7005
564  Ohio Wesleyan                   5-5-0  -29.8473
565  Stevenson                       4-6-0  -29.9052
566  Alderson-Broaddus               4-7-0  -29.9787
567  St Lawrence                     7-3-0  -30.1351
568  Lindenwood-Belleville           4-7-0  -30.1381
569  Morehouse                       2-8-0  -30.2278
570  New Jersey                      5-5-0  -30.4788
571  Lake Forest                     8-2-0  -30.4817
572  Albion                          8-3-0  -30.7934
573  Springfield                     7-3-0  -30.8607
574  Chicago                         6-4-0  -31.0921
575  McPherson                       5-6-0   -31.387
576  Southern Virginia               8-2-0  -31.4131
577  Rose-Hulman                     7-3-0  -31.5998
578  Wilkes                          4-6-0  -31.6561
579  Otterbein                       5-5-0  -31.7976
580  Wooster                         7-3-0  -31.9067
581  Bacone                          7-4-0  -31.9805
582  King's PA                       6-4-0  -32.0598
583  Shenandoah                      4-6-0  -32.1257
584  Kalamazoo                       6-4-0  -32.2143
585  Union NY                        3-7-0  -32.4829
586  Morrisville St                  3-7-0   -32.573
587  Virginia-Wise                   2-9-0  -32.7558
588  Moravian                        2-8-0  -32.8078
589  Union KY                        3-8-0  -32.9738
590  Denison                         7-3-0  -33.0502
591  Susquehanna                     1-9-0  -33.2046
592  Concordia WI                    8-3-0   -33.314
593  Clark Atlanta                   2-7-0  -33.3959
594  Carnegie Mellon                 3-7-0  -33.8329
595  Mississippi College             4-6-0  -33.8562
596  Benedictine IL                  7-3-0   -33.899
597  Carthage                        1-9-0  -33.9046
598  Bridgewater St MA               6-4-0  -33.9154
599  Seton Hill                      1-10-0 -34.0494
600  Ripon                           7-3-0  -34.0953
601  Avila                           4-7-0  -34.1877
602  North Carolina Wesleyan         2-8-0  -34.3133
603  Trine                           4-6-0  -34.3202
604  St Olaf                         1-9-0  -34.3361
605  Occidental                      5-4-0  -34.3422
606  Southern Nazarene               0-11-0 -34.4054
607  Thiel                           3-7-0  -34.4322
608  DePauw                          4-6-0  -34.8083
609  Virginia U-Lynchburg            2-8-0  -35.1876
610  RPI                             5-5-0  -35.5276
611  Point U.                        3-7-0  -35.5934
612  Evangel                         4-6-0    -36.05
613  Jamestown                       3-7-0  -36.2715
614  Westfield St                    5-5-0  -36.5154
615  Mt St Joseph                    6-4-0  -36.5265
616  Culver-Stockton                 2-9-0  -36.5629
617  Rochester                       5-4-0  -36.7302
618  Case Western Reserve            5-4-0  -36.8042
619  William Paterson                3-7-0  -37.0135
620  St Mary KS                      4-7-0  -37.2001
621  Gallaudet                       9-2-0  -37.2702
622  Muskingum                       2-8-0  -37.3252
623  Olivet                          6-4-0   -37.378
624  Bethel TN                       2-9-0  -37.4102
625  Austin                          5-5-0  -37.4595
626  Greensboro                      2-8-0  -37.5301
627  St Scholastica                  9-2-0  -37.5622
628  West Virginia St                0-11-0 -37.5717
629  Grove City                      5-5-0  -37.5885
630  Dickinson St                    1-10-0 -37.6094
631  Midland U.                      4-6-0  -37.6696
632  Dickinson                       3-7-0  -37.8212
633  Hastings                        2-8-0   -38.047
634  Kansas Wesleyan                 4-7-0  -38.2454
635  Norwich                         7-4-0  -38.2798
636  Cheyney                         0-11-0 -38.3693
637  Southwestern KS                 5-6-0  -38.5396
638  Capital                         3-7-0  -38.5524
639  Westminster PA                  4-6-0  -38.7268
640  MIT                             6-3-0  -38.9315
641  East Texas Baptist              3-7-0  -38.9714
642  Millersville                    1-10-0 -39.0141
643  Defiance                        3-7-0  -39.4094
644  Belhaven                        3-8-0  -39.4516
645  Hendrix                         3-7-0  -40.2475
646  North Park                      3-7-0  -40.3163
647  Sul Ross St                     1-9-0  -40.3183
648  Briar Cliff                     4-7-0  -40.4317
649  Western New England             4-6-0  -40.5799
650  Millikin                        2-8-0  -41.0289
651  Oberlin                         3-7-0  -41.0374
652  Merchant Marine                 4-4-0  -41.1908
653  Averett                         1-9-0  -41.2308
654  Lakeland                        7-3-0   -41.391
655  McDaniel                        2-8-0  -41.5201
656  Ferrum                          2-8-0  -41.8034
657  Wisconsin Lutheran              4-6-0  -41.8416
658  Central Methodist               4-7-0  -42.4233
659  Greenville                      9-2-0  -42.4532
660  Lincoln PA                      1-9-0  -42.4534
661  Aurora                          3-7-0  -42.6625
